event_id,event_time,partition,source_system,source_vm,client_ip,database_name,login_name,lifecycle_phase,event_type,command_type,object_name,sql_text,query_length,rows_returned,failed_login_count,privilege_changed,maintenance_window,risk_label,severity,is_attack,attack_scenario,risk_score,baseline_score,baseline_decision,normalized_label,dataset_version
EVT-006483,2026-06-02T05:34:45+00:00,train,pgsql,aidac-pgsql,192.168.136.157,crm,app_user,normal_operation,maintenance,ALTER,payments,ALTER INDEX idx_orders_customer REBUILD;,40,0,0,0,0,normal,LOW,0,none,0.0184,0.0,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006484,2026-06-02T05:35:08+00:00,train,pgsql,aidac-pgsql,192.168.136.60,crm,etl_user,normal_operation,read,SELECT,orders,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,11,0,0,0,normal,LOW,0,none,0.2218,0.1893,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006485,2026-06-02T05:35:37+00:00,train,mssql,aidac-mssql,192.168.136.71,hr,etl_user,normal_operation,read,SELECT,audit_log,"SELECT customer_id, status FROM customers WHERE customer_id = 331567;",69,24,0,0,0,normal,LOW,0,none,0.3374,0.3278,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006486,2026-06-02T05:35:50+00:00,train,pgsql,aidac-pgsql,192.168.136.101,billing,svc_batch,normal_operation,read,SELECT,payments,"SELECT customer_id, status FROM customers WHERE customer_id = 56011;",68,433,0,0,0,normal,LOW,0,none,0.0173,0.0,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006487,2026-06-02T05:35:55+00:00,train,mssql,aidac-mssql,192.168.136.76,crm,etl_user,normal_operation,reporting,SELECT,customers,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,338,0,0,0,normal,INFO,0,none,0.1338,0.125,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006488,2026-06-02T05:36:01+00:00,train,mssql,aidac-mssql,192.168.136.111,crm,app_user,normal_operation,maintenance,BACKUP,audit_log,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,16,0,0,0,normal,INFO,0,none,0.0806,0.0355,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006489,2026-06-02T05:36:19+00:00,train,pgsql,aidac-pgsql,192.168.136.167,inventory,etl_user,normal_operation,reporting,SELECT,audit_log,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,88,0,0,0,normal,INFO,0,none,0.1608,0.1432,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006490,2026-06-02T05:36:28+00:00,train,pgsql,aidac-pgsql,192.168.136.22,billing,dba_admin,normal_operation,read,SELECT,customers,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,205,0,0,0,normal,LOW,0,none,0.1759,0.1512,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006491,2026-06-02T05:36:34+00:00,train,mssql,aidac-mssql,192.168.136.39,inventory,backup_user,normal_operation,write,INSERT,audit_log,"INSERT INTO audit_log(user_id, action, created_at) VALUES (364678, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,1,0,0,0,normal,INFO,0,none,0.0827,0.0577,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006492,2026-06-02T05:36:43+00:00,train,pgsql,aidac-pgsql,192.168.136.49,inventory,dba_admin,normal_operation,write,INSERT,orders,"INSERT INTO audit_log(user_id, action, created_at) VALUES (638628, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,13,0,0,0,normal,INFO,0,none,0.1948,0.1935,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006493,2026-06-02T05:37:04+00:00,train,mssql,aidac-mssql,192.168.136.106,billing,report_user,backup_window,read,SELECT,users,"SELECT customer_id, status FROM customers WHERE customer_id = 703593;",69,157,0,0,1,normal,LOW,0,none,0.1562,0.1354,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006494,2026-06-02T05:37:16+00:00,train,mssql,aidac-mssql,192.168.136.37,billing,svc_report,maintenance_window,read,SELECT,users,"SELECT customer_id, status FROM customers WHERE customer_id = 206749;",69,410,0,0,1,normal,INFO,0,none,0.1719,0.17,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006495,2026-06-02T05:37:46+00:00,train,mssql,aidac-mssql,192.168.136.202,billing,app_user,normal_operation,read,SELECT,payments,"SELECT customer_id, status FROM customers WHERE customer_id = 614632;",69,394,0,0,0,normal,LOW,0,none,0.1445,0.1151,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006496,2026-06-02T05:37:50+00:00,train,pgsql,aidac-pgsql,192.168.136.45,billing,svc_etl,deployment_window,maintenance,ALTER,transactions,ALTER INDEX idx_orders_customer REBUILD;,40,7,0,0,1,normal,LOW,0,none,0.0558,0.0397,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006497,2026-06-02T05:38:02+00:00,train,mssql,aidac-mssql,192.168.136.230,billing,svc_etl,deployment_window,read,SELECT,orders,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,321,0,0,1,normal,INFO,0,none,0.1257,0.1017,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006498,2026-06-02T05:38:14+00:00,train,pgsql,aidac-pgsql,192.168.136.103,hr,readonly_user,backup_window,write,INSERT,audit_log,"INSERT INTO audit_log(user_id, action, created_at) VALUES (636189, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,19,0,0,1,normal,LOW,0,none,0.1276,0.1057,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006499,2026-06-02T05:38:42+00:00,train,mssql,aidac-mssql,192.168.136.84,billing,readonly_user,normal_operation,maintenance,ALTER,customers,ALTER INDEX idx_orders_customer REBUILD;,40,11,0,0,0,normal,INFO,0,none,0.2393,0.1838,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006500,2026-06-02T05:39:11+00:00,train,mssql,aidac-mssql,192.168.136.196,inventory,dba_admin,normal_operation,read,SELECT,customers,"SELECT customer_id, status FROM customers WHERE customer_id = 598847;",69,248,0,0,0,normal,INFO,0,none,0.1977,0.1351,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006501,2026-06-02T05:39:18+00:00,train,pgsql,aidac-pgsql,192.168.136.188,core_banking,etl_user,normal_operation,read,SELECT,orders,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,457,0,0,0,normal,INFO,0,none,0.2267,0.1823,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006502,2026-06-02T05:39:41+00:00,train,mssql,aidac-mssql,192.168.136.208,crm,svc_report,backup_window,maintenance,BACKUP,audit_log,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,5,0,0,1,normal,INFO,0,none,0.3385,0.3344,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006503,2026-06-02T05:39:55+00:00,train,pgsql,aidac-pgsql,192.168.136.26,core_banking,svc_backup,normal_operation,read,SELECT,audit_log,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,268,0,0,0,normal,LOW,0,none,0.1048,0.0716,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006504,2026-06-02T05:40:18+00:00,train,pgsql,aidac-pgsql,192.168.136.143,hr,readonly_user,normal_operation,write,INSERT,audit_log,"INSERT INTO audit_log(user_id, action, created_at) VALUES (411944, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,6,0,0,0,normal,INFO,0,none,0.2293,0.1646,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006505,2026-06-02T05:40:44+00:00,train,mssql,aidac-mssql,192.168.136.63,crm,report_user,normal_operation,write,UPDATE,users,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 747153;,76,15,0,0,0,normal,INFO,0,none,0.0629,0.006,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006506,2026-06-02T05:40:55+00:00,train,mssql,aidac-mssql,192.168.136.67,auditdb,readonly_user,normal_operation,maintenance,BACKUP,payments,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,9,0,0,0,normal,INFO,0,none,0.3252,0.2864,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006507,2026-06-02T05:40:59+00:00,train,mssql,aidac-mssql,192.168.136.153,auditdb,svc_report,normal_operation,maintenance,ALTER,customers,ALTER INDEX idx_orders_customer REBUILD;,40,18,0,0,0,normal,INFO,0,none,0.3365,0.2728,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006508,2026-06-02T05:41:11+00:00,train,mssql,aidac-mssql,192.168.136.22,hr,etl_user,backup_window,write,UPDATE,customers,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 669070;,76,6,0,0,1,normal,LOW,0,none,0.1736,0.1085,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006509,2026-06-02T05:41:15+00:00,train,pgsql,aidac-pgsql,192.168.136.93,auditdb,readonly_user,deployment_window,read,SELECT,customers,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,81,0,0,1,normal,INFO,0,none,0.1953,0.1679,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006510,2026-06-02T05:41:37+00:00,train,pgsql,aidac-pgsql,192.168.136.204,inventory,svc_etl,normal_operation,read,SELECT,customers,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,304,0,0,0,normal,INFO,0,none,0.0868,0.0202,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006511,2026-06-02T05:42:01+00:00,train,pgsql,aidac-pgsql,192.168.136.128,auditdb,dba_admin,deployment_window,write,INSERT,users,"INSERT INTO audit_log(user_id, action, created_at) VALUES (452798, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,10,0,0,1,normal,LOW,0,none,0.1587,0.1484,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006512,2026-06-02T05:42:24+00:00,train,pgsql,aidac-pgsql,192.168.136.110,core_banking,svc_batch,normal_operation,read,SELECT,transactions,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,42,0,0,0,normal,INFO,0,none,0.1889,0.1627,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006513,2026-06-02T05:42:42+00:00,train,mssql,aidac-mssql,192.168.136.41,hr,dba_admin,deployment_window,maintenance,ALTER,payments,ALTER INDEX idx_orders_customer REBUILD;,40,7,0,0,1,normal,LOW,0,none,0.3056,0.2988,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006514,2026-06-02T05:43:11+00:00,train,pgsql,aidac-pgsql,192.168.136.82,inventory,dba_admin,backup_window,write,UPDATE,orders,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 807681;,76,15,0,0,1,normal,LOW,0,none,0.2121,0.1979,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006515,2026-06-02T05:43:29+00:00,train,pgsql,aidac-pgsql,192.168.136.58,inventory,etl_user,normal_operation,read,SELECT,payments,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,388,0,0,0,normal,INFO,0,none,0.1568,0.1076,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006516,2026-06-02T05:43:46+00:00,train,pgsql,aidac-pgsql,192.168.136.148,inventory,svc_backup,normal_operation,read,SELECT,transactions,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,367,0,0,0,normal,INFO,0,none,0.1306,0.064,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006517,2026-06-02T05:44:09+00:00,train,pgsql,aidac-pgsql,192.168.136.74,billing,svc_backup,normal_operation,read,SELECT,users,"SELECT customer_id, status FROM customers WHERE customer_id = 630743;",69,183,0,0,0,normal,LOW,0,none,0.3163,0.2504,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006518,2026-06-02T05:44:29+00:00,train,pgsql,aidac-pgsql,192.168.136.171,hr,etl_user,normal_operation,write,INSERT,orders,"INSERT INTO audit_log(user_id, action, created_at) VALUES (763988, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,9,0,0,0,normal,LOW,0,none,0.2032,0.1932,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006519,2026-06-02T05:44:56+00:00,train,mssql,aidac-mssql,192.168.136.163,billing,etl_user,normal_operation,maintenance,ALTER,orders,ALTER INDEX idx_orders_customer REBUILD;,40,9,0,0,0,normal,INFO,0,none,0.094,0.0764,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006520,2026-06-02T05:44:59+00:00,train,mssql,aidac-mssql,192.168.136.22,hr,dba_admin,normal_operation,maintenance,ALTER,customers,ALTER INDEX idx_orders_customer REBUILD;,40,16,0,0,0,normal,INFO,0,none,0.2117,0.1671,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006521,2026-06-02T05:45:17+00:00,train,mssql,aidac-mssql,192.168.136.123,crm,svc_report,incident_response,maintenance,ALTER,payments,ALTER INDEX idx_orders_customer REBUILD;,40,20,0,0,0,normal,INFO,0,none,0.2592,0.2039,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006522,2026-06-02T05:45:26+00:00,train,pgsql,aidac-pgsql,192.168.136.124,hr,svc_etl,normal_operation,write,UPDATE,transactions,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 109612;,76,14,0,0,0,normal,LOW,0,none,0.1792,0.1199,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006523,2026-06-02T05:45:34+00:00,train,pgsql,aidac-pgsql,192.168.136.194,hr,svc_etl,normal_operation,write,INSERT,transactions,"INSERT INTO audit_log(user_id, action, created_at) VALUES (80518, 'LOGIN_OK', CURRENT_TIMESTAMP);",97,8,0,0,0,normal,INFO,0,none,0.3025,0.2993,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006524,2026-06-02T05:45:37+00:00,train,mssql,aidac-mssql,192.168.136.40,inventory,backup_user,normal_operation,write,INSERT,payments,"INSERT INTO audit_log(user_id, action, created_at) VALUES (413863, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,14,0,0,0,normal,INFO,0,none,0.1252,0.1042,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006525,2026-06-02T05:46:04+00:00,train,mssql,aidac-mssql,192.168.136.79,auditdb,dba_admin,maintenance_window,write,UPDATE,audit_log,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 463298;,76,12,0,0,1,normal,LOW,0,none,0.2564,0.2278,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006526,2026-06-02T05:46:14+00:00,train,pgsql,aidac-pgsql,192.168.136.179,billing,svc_backup,normal_operation,write,INSERT,audit_log,"INSERT INTO audit_log(user_id, action, created_at) VALUES (5482, 'LOGIN_OK', CURRENT_TIMESTAMP);",96,8,0,0,0,normal,LOW,0,none,0.3264,0.2722,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006527,2026-06-02T05:46:32+00:00,train,pgsql,aidac-pgsql,192.168.136.184,auditdb,dba_admin,normal_operation,maintenance,ALTER,users,ALTER INDEX idx_orders_customer REBUILD;,40,0,0,0,0,normal,INFO,0,none,0.1406,0.1162,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006528,2026-06-02T05:46:37+00:00,train,pgsql,aidac-pgsql,192.168.136.223,billing,report_user,normal_operation,maintenance,BACKUP,orders,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,13,0,0,0,normal,INFO,0,none,0.1233,0.0914,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006529,2026-06-02T05:46:57+00:00,train,mssql,aidac-mssql,192.168.136.201,auditdb,readonly_user,normal_operation,read,SELECT,transactions,"SELECT customer_id, status FROM customers WHERE customer_id = 714316;",69,281,0,0,0,normal,LOW,0,none,0.0136,0.0,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006530,2026-06-02T05:47:19+00:00,train,pgsql,aidac-pgsql,192.168.136.180,crm,svc_report,normal_operation,read,SELECT,audit_log,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,373,0,0,0,normal,LOW,0,none,0.0277,0.0,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006531,2026-06-02T05:47:27+00:00,train,pgsql,aidac-pgsql,192.168.136.28,inventory,readonly_user,normal_operation,maintenance,BACKUP,orders,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,7,0,0,0,normal,LOW,0,none,0.1146,0.0779,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006532,2026-06-02T05:47:57+00:00,train,pgsql,aidac-pgsql,192.168.136.168,core_banking,dba_admin,normal_operation,write,UPDATE,customers,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 883522;,76,2,0,0,0,normal,LOW,0,none,0.0344,0.0,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006533,2026-06-02T05:48:15+00:00,train,mssql,aidac-mssql,192.168.136.184,inventory,svc_report,normal_operation,read,SELECT,transactions,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,232,0,0,0,normal,LOW,0,none,0.3176,0.2885,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006534,2026-06-02T05:48:21+00:00,train,mssql,aidac-mssql,192.168.136.149,hr,svc_report,normal_operation,write,UPDATE,transactions,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 699704;,76,15,0,0,0,normal,INFO,0,none,0.2635,0.2633,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006535,2026-06-02T05:48:27+00:00,train,pgsql,aidac-pgsql,192.168.136.142,core_banking,backup_user,normal_operation,read,SELECT,audit_log,"SELECT customer_id, status FROM customers WHERE customer_id = 277373;",69,10,0,0,0,normal,LOW,0,none,0.23,0.1963,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006536,2026-06-02T05:48:42+00:00,train,mssql,aidac-mssql,192.168.136.82,core_banking,svc_batch,backup_window,maintenance,BACKUP,users,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,9,0,0,1,normal,INFO,0,none,0.1266,0.0947,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006537,2026-06-02T05:48:51+00:00,train,mssql,aidac-mssql,192.168.136.140,core_banking,svc_etl,normal_operation,read,SELECT,audit_log,"SELECT customer_id, status FROM customers WHERE customer_id = 26351;",68,98,0,0,0,normal,LOW,0,none,0.0385,0.0252,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006538,2026-06-02T05:49:05+00:00,train,mssql,aidac-mssql,192.168.136.62,crm,svc_batch,normal_operation,read,SELECT,audit_log,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,462,0,0,0,normal,LOW,0,none,0.1119,0.0783,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006539,2026-06-02T05:49:34+00:00,train,pgsql,aidac-pgsql,192.168.136.175,billing,svc_report,normal_operation,reporting,SELECT,payments,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,71,0,0,0,normal,INFO,0,none,0.0288,0.0056,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006540,2026-06-02T05:49:48+00:00,train,mssql,aidac-mssql,192.168.136.211,crm,app_user,incident_response,read,SELECT,audit_log,"SELECT customer_id, status FROM customers WHERE customer_id = 375727;",69,174,0,0,0,normal,LOW,0,none,0.113,0.0521,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006541,2026-06-02T05:49:52+00:00,train,mssql,aidac-mssql,192.168.136.45,hr,svc_etl,normal_operation,read,SELECT,orders,"SELECT customer_id, status FROM customers WHERE customer_id = 481888;",69,22,0,0,0,normal,INFO,0,none,0.2806,0.2117,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006542,2026-06-02T05:50:09+00:00,train,pgsql,aidac-pgsql,192.168.136.157,crm,dba_admin,maintenance_window,read,SELECT,audit_log,"SELECT customer_id, status FROM customers WHERE customer_id = 922771;",69,61,0,0,1,normal,INFO,0,none,0.1393,0.1368,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006543,2026-06-02T05:50:12+00:00,train,pgsql,aidac-pgsql,192.168.136.182,crm,app_user,normal_operation,reporting,SELECT,orders,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,385,0,0,0,normal,LOW,0,none,0.3176,0.2494,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006544,2026-06-02T05:50:15+00:00,train,mssql,aidac-mssql,192.168.136.221,auditdb,backup_user,maintenance_window,read,SELECT,users,"SELECT customer_id, status FROM customers WHERE customer_id = 533525;",69,272,0,0,1,normal,LOW,0,none,0.1446,0.1386,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006545,2026-06-02T05:50:30+00:00,train,pgsql,aidac-pgsql,192.168.136.119,billing,dba_admin,deployment_window,read,SELECT,users,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,134,0,0,1,normal,INFO,0,none,0.1547,0.1041,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006546,2026-06-02T05:50:48+00:00,train,pgsql,aidac-pgsql,192.168.136.166,crm,readonly_user,normal_operation,reporting,SELECT,transactions,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,394,0,0,0,normal,LOW,0,none,0.189,0.1599,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006547,2026-06-02T05:51:08+00:00,train,pgsql,aidac-pgsql,192.168.136.48,crm,svc_report,normal_operation,write,UPDATE,users,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 393392;,76,4,0,0,0,normal,LOW,0,none,0.2408,0.235,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006548,2026-06-02T05:51:35+00:00,train,pgsql,aidac-pgsql,192.168.136.152,inventory,readonly_user,normal_operation,reporting,SELECT,audit_log,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,472,0,0,0,normal,LOW,0,none,0.0693,0.0404,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006549,2026-06-02T05:51:53+00:00,train,mssql,aidac-mssql,192.168.136.176,billing,svc_backup,backup_window,maintenance,BACKUP,transactions,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,19,0,0,1,normal,LOW,0,none,0.2504,0.213,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006550,2026-06-02T05:52:21+00:00,train,mssql,aidac-mssql,192.168.136.131,auditdb,svc_report,backup_window,read,SELECT,transactions,"SELECT customer_id, status FROM customers WHERE customer_id = 627195;",69,337,0,0,1,normal,INFO,0,none,0.3366,0.3283,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006551,2026-06-02T05:52:36+00:00,train,mssql,aidac-mssql,192.168.136.153,crm,dba_admin,normal_operation,maintenance,ALTER,customers,ALTER INDEX idx_orders_customer REBUILD;,40,12,0,0,0,normal,INFO,0,none,0.2571,0.2535,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006552,2026-06-02T05:52:42+00:00,train,mssql,aidac-mssql,192.168.136.51,core_banking,svc_report,deployment_window,maintenance,BACKUP,payments,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,12,0,0,1,normal,INFO,0,none,0.3146,0.3036,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006553,2026-06-02T05:53:10+00:00,train,pgsql,aidac-pgsql,192.168.136.217,hr,svc_report,normal_operation,read,SELECT,users,"SELECT customer_id, status FROM customers WHERE customer_id = 879370;",69,165,0,0,0,normal,INFO,0,none,0.2198,0.1711,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006554,2026-06-02T05:53:20+00:00,train,pgsql,aidac-pgsql,192.168.136.190,crm,svc_backup,backup_window,write,UPDATE,users,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 469301;,76,7,0,0,1,normal,INFO,0,none,0.3246,0.2937,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006555,2026-06-02T05:53:49+00:00,train,pgsql,aidac-pgsql,192.168.136.40,inventory,svc_etl,normal_operation,read,SELECT,payments,"SELECT customer_id, status FROM customers WHERE customer_id = 383948;",69,2,0,0,0,normal,LOW,0,none,0.3169,0.2658,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006556,2026-06-02T05:54:11+00:00,train,pgsql,aidac-pgsql,192.168.136.35,inventory,report_user,normal_operation,read,SELECT,users,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,275,0,0,0,normal,LOW,0,none,0.2438,0.18,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006557,2026-06-02T05:54:36+00:00,train,pgsql,aidac-pgsql,192.168.136.130,inventory,svc_batch,backup_window,read,SELECT,audit_log,"SELECT customer_id, status FROM customers WHERE customer_id = 256995;",69,70,0,0,1,normal,INFO,0,none,0.2527,0.2247,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006558,2026-06-02T05:54:49+00:00,train,pgsql,aidac-pgsql,192.168.136.37,hr,app_user,backup_window,maintenance,BACKUP,customers,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,15,0,0,1,normal,INFO,0,none,0.0806,0.079,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006559,2026-06-02T05:55:15+00:00,train,pgsql,aidac-pgsql,192.168.136.95,inventory,etl_user,normal_operation,read,SELECT,payments,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,488,0,0,0,normal,INFO,0,none,0.0322,0.0,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006560,2026-06-02T05:55:45+00:00,train,pgsql,aidac-pgsql,192.168.136.230,billing,svc_batch,normal_operation,read,SELECT,customers,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,114,0,0,0,normal,LOW,0,none,0.3355,0.2978,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006561,2026-06-02T05:55:55+00:00,train,pgsql,aidac-pgsql,192.168.136.129,hr,svc_backup,normal_operation,write,UPDATE,orders,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 146124;,76,12,0,0,0,normal,LOW,0,none,0.2677,0.257,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006562,2026-06-02T05:56:21+00:00,train,mssql,aidac-mssql,192.168.136.134,auditdb,svc_backup,deployment_window,reporting,SELECT,transactions,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,8,0,0,1,normal,INFO,0,none,0.2966,0.2503,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006563,2026-06-02T05:56:37+00:00,train,pgsql,aidac-pgsql,192.168.136.22,crm,svc_report,normal_operation,read,SELECT,orders,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,449,0,0,0,normal,INFO,0,none,0.3395,0.2945,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-006564,2026-06-02T05:56:41+00:00,train,pgsql,aidac-pgsql,192.168.136.36,auditdb,svc_backup,normal_operation,maintenance,BACKUP,audit_log,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,6,0,0,0,normal,INFO,0,none,0.0335,0.0,allow,normal,controlled_sql_lab_47832_v1_seed42
